OID,feature_name,feature_class,state_alpha,state_numeric,county_name,county_numeric,prim_lat_dec,prim_long_dec,map_name,date_created,date_edited,base_elevation_ft
,Gothic Arch,Arch,UT,49,San Juan,037,38.088321399999998,-109.736233799999994,South Six-shooter Peak,02/25/1989,,5394
,Gregory Natural Bridge (historical),Arch,UT,49,Kane,025,37.329713699999999,-110.938485600000007,Davis Gulch,02/25/1989,,3704
,Hole-in-the-Fin Arch,Arch,UT,49,Grand,019,38.746111100000000,-109.563611100000003,The Windows Section,02/25/1989,08/06/2009,4924
,Hole-in-the-Wall,Arch,UT,49,Grand,019,38.640536400000002,-109.607618500000001,The Windows Section,02/25/1989,,4176
,Indian Head Arch,Arch,UT,49,Grand,019,38.813333299999996,-109.632499999999993,Klondike Bluffs,02/25/1989,08/05/2009,5292
,Little Bridge,Arch,UT,49,Grand,019,38.749423999999998,-109.561786100000006,The Windows Section,02/25/1989,,5049
,Lopez Arch,Arch,UT,49,San Juan,037,38.241376199999998,-109.374279599999994,Sandstone Draw,02/25/1989,,5915
,Metate Arch,Arch,UT,49,Garfield,017,37.586654799999998,-111.414055599999998,Seep Flat,02/25/1989,,5308
,Morning Glory Arch,Arch,UT,49,Grand,019,38.593593300000002,-109.508728300000001,Moab,02/25/1989,,4314
,Natural Bridge,Arch,UT,49,San Juan,037,37.601109500000000,-109.509011200000003,Black Mesa Butte,02/25/1989,,5896
,North Window,Arch,UT,49,Grand,019,38.686280799999999,-109.532869800000000,The Windows Section,02/25/1989,02/12/2017,5371
,Oval Canyon Natural Bridge,Arch,UT,49,Grand,019,38.801290399999999,-109.616077000000004,Mollie Hogans,02/25/1989,06/03/2015,5230
,Parallel Arch,Arch,UT,49,Grand,019,38.787199000000001,-109.687343600000005,Klondike Bluffs,02/25/1989,,5066
,Piano Leg Arch,Arch,UT,49,Grand,019,38.799977699999999,-109.617343000000005,Mollie Hogans,02/25/1989,,5161
,Picturesque Windows,Arch,UT,49,Kane,025,37.054428999999999,-111.872952499999997,Bridger Point,02/25/1989,,4475
,Pothole Arch,Arch,UT,49,Grand,019,38.700621099999999,-109.555739500000001,The Windows Section,02/25/1989,06/17/2015,5321
,Queue Jughandle Arch,Arch,UT,49,Grand,019,38.749423999999998,-109.561786100000006,The Windows Section,02/25/1989,,5049
,Schmidt Arch,Arch,UT,49,Grand,019,38.667615200000000,-109.591400800000002,The Windows Section,02/25/1989,02/06/2015,4580
,Shadow Box Arch,Arch,UT,49,Grand,019,38.799977699999999,-109.617343000000005,Mollie Hogans,02/25/1989,,5161
,Skylight Arch,Arch,UT,49,Kane,025,37.016930600000002,-111.597941599999999,Lone Rock,02/25/1989,,4285
,Sunset Natural Bridge,Arch,UT,49,Kane,025,37.347213099999998,-111.020711500000004,Sooner Bench,02/25/1989,,4190
,Surprise Arch,Arch,UT,49,Grand,019,38.749423999999998,-109.561786100000006,The Windows Section,02/25/1989,,5049
,Tapestry Arch,Arch,UT,49,Grand,019,38.776403600000002,-109.584257699999995,Mollie Hogans,02/25/1989,06/17/2015,5207
,Triple Arch,Arch,UT,49,San Juan,037,37.262215099999999,-110.831257500000007,The Rincon,02/25/1989,,4406
,Turban Head Arch,Arch,UT,49,Grand,019,38.799977699999999,-109.617343000000005,Mollie Hogans,02/25/1989,,5161
,Twin Arch,Arch,UT,49,Grand,019,38.749423999999998,-109.561786100000006,The Windows Section,02/25/1989,,5049
,Twisted Doughnut Arch,Arch,UT,49,Grand,019,38.743869400000001,-109.502063199999995,The Windows Section,02/25/1989,,4797
,Updraft Arch,Arch,UT,49,Grand,019,38.600815099999998,-109.559284300000002,Moab,02/25/1989,,4583
,Uranium Arch,Arch,UT,49,Grand,019,38.676090299999998,-109.706508900000003,Merrimac Butte,02/25/1989,,5213
,Wahweap Window,Arch,UT,49,Kane,025,37.029431600000002,-111.496549599999994,Warm Creek Bay,02/25/1989,,3724
,Webbing Arch,Arch,UT,49,Grand,019,38.749423999999998,-109.561786100000006,The Windows Section,02/25/1989,,5049
,Window Wind Arch,Arch,UT,49,Kane,025,37.359711699999998,-111.194326000000004,Blackburn Canyon,02/25/1989,,7149
,Aleson Arch,Arch,UT,49,San Juan,037,37.313326000000004,-110.773199300000002,The Rincon,02/25/1989,,4557
,Druid Arch,Arch,UT,49,San Juan,037,38.088320699999997,-109.833180700000000,Druid Arch,02/25/1989,,5653
,Broken Bow Arch,Arch,UT,49,Kane,025,37.328602300000000,-111.000155300000003,Davis Gulch,02/25/1989,,4042
,Cedar Wash Arch,Arch,UT,49,Garfield,017,37.660543699999998,-111.542392899999996,Dave Canyon,02/25/1989,,5650
,Cobra Arch,Arch,UT,49,Kane,025,37.020817999999998,-111.895730900000004,West Clark Bench,02/25/1989,,4659
,Huntress Arch,Arch,UT,49,Grand,019,38.606370800000001,-109.538173099999995,Moab,01/01/1991,,4275
,Magic Theater Arch,Arch,UT,49,Grand,019,38.528038400000000,-109.589561399999994,Moab,01/01/1991,,4419
,Indian Foot,Arch,UT,49,San Juan,037,37.597216199999998,-110.034576999999999,Moss Back Butte,12/31/1979,,5912
,Angel Arch,Arch,UT,49,San Juan,037,37.610273499999998,-109.761241200000001,South Long Point,02/25/1989,,5863
,Bryce Natural Bridge,Arch,UT,49,Kane,025,37.531649799999997,-112.259919699999998,Tropic Reservoir,02/25/1989,,8606
,Cathedral Arch,Arch,UT,49,San Juan,037,37.610273499999998,-109.759296699999993,South Long Point,02/25/1989,,6083
,Flanigan Arch,Arch,UT,49,Iron,021,37.634144100000000,-112.927167200000000,Flanigan Arch,02/25/1989,,7690
,Keystone Arch,Arch,UT,49,San Juan,037,37.639716800000002,-109.798742000000004,Kigalia Point,02/25/1989,,6798
,Natural Bridge,Arch,UT,49,San Juan,037,37.983322100000002,-109.728457899999995,Cathedral Butte,02/25/1989,,6568
,Stimper Arch,Arch,UT,49,San Juan,037,37.507774900000001,-109.944574900000006,Kane Gulch,02/25/1989,,5938
,Two Bridges,Arch,UT,49,Garfield,017,37.620260799999997,-112.154360800000006,Bryce Point,02/25/1989,,7316
,Queens Arch,Arch,UT,49,San Juan,037,37.761102200000003,-109.841799300000005,Poison Canyon,02/25/1989,,7497
,Bement Arch,Arch,UT,49,Kane,025,37.283324999999998,-110.964597699999999,Davis Gulch,02/25/1989,,4124
,Carrot Top Arch,Arch,UT,49,San Juan,037,37.088882200000000,-111.042094199999994,Cathedral Canyon,02/25/1989,,4478
,Castle Arch,Arch,UT,49,San Juan,037,38.064154899999998,-109.734011899999999,South Six-shooter Peak,02/25/1989,,5669
,Cleft Arch,Arch,UT,49,San Juan,037,37.986111100000002,-109.691666699999999,Cathedral Butte,02/25/1989,12/23/2014,5840
,Fisheye Arch,Arch,UT,49,San Juan,037,38.006655299999998,-109.727901799999998,South Six-shooter Peak,02/25/1989,,6066
,Fortress Arch,Arch,UT,49,San Juan,037,38.057210400000002,-109.737900900000000,South Six-shooter Peak,02/25/1989,,5522
,Keyhole Arch,Arch,UT,49,San Juan,037,37.041937300000001,-111.103760399999999,Cathedral Canyon,02/25/1989,,5007
,Kirk Arch,Arch,UT,49,San Juan,037,37.991655100000003,-109.760680399999998,House Park Butte,02/25/1989,,6365
,Hand Hold Arch,Arch,UT,49,San Juan,037,38.015267000000001,-109.665678700000001,South Six-shooter Peak,02/25/1989,,5440
,Natural Arch,Arch,UT,49,San Juan,037,38.009988399999997,-109.740957399999999,South Six-shooter Peak,02/25/1989,,5902
,Paul Bunyans Potty,Arch,UT,49,San Juan,037,38.119987899999998,-109.737344300000004,South Six-shooter Peak,02/25/1989,,5308
,Ring Arch,Arch,UT,49,Grand,019,38.648591600000003,-109.624007700000007,The Windows Section,02/25/1989,,4514
,Sam Pollock Arch,Arch,UT,49,Kane,025,37.313872600000003,-111.943514500000006,Calico Peak,02/25/1989,,5522
,Sand Dune Arch,Arch,UT,49,Grand,019,38.762756899999999,-109.581231000000002,Mollie Hogans,02/25/1989,,5239
,Slickensides Arch,Arch,UT,49,Grand,019,38.708662400000001,-109.728564599999999,Merrimac Butte,02/25/1989,05/16/2013,4774
,Wedding Ring Arch,Arch,UT,49,San Juan,037,37.977766699999997,-109.732902499999994,Cathedral Butte,02/25/1989,,6529
,Wilson Arch,Arch,UT,49,San Juan,037,38.272486999999998,-109.371224100000006,La Sal West,02/25/1989,,6174
,Woolsey Arch,Arch,UT,49,Kane,025,37.237212200000002,-111.192378800000000,Mazuki Point,02/25/1989,,4222
,Lamanite Arch,Arch,UT,49,Garfield,017,37.959986499999999,-111.276555799999997,Steep Creek Bench,02/25/1989,,6804
,LaGorce Arch,Arch,UT,49,Kane,025,37.308325000000004,-110.936818700000003,Davis Gulch,02/25/1989,,3704
,Escalante Natural Bridge,Arch,UT,49,Garfield,017,37.772488400000000,-111.444613700000005,Calf Creek,12/31/1979,08/25/2011,5446
,Hickman Natural Bridge,Arch,UT,49,Wayne,055,38.291368800000001,-111.234613499999995,Fruita,12/31/1979,,5692
,Maverick Bridge,Arch,UT,49,Garfield,017,37.763599700000000,-111.407668000000001,Calf Creek,12/31/1979,08/25/2011,5344
,Owl Bridge,Arch,UT,49,San Juan,037,37.091661500000001,-110.881254799999994,Rainbow Bridge,12/31/1979,,4524
,Rainbow Bridge,Arch,UT,49,San Juan,037,37.077494299999998,-110.964313599999997,Rainbow Bridge,12/31/1979,,3707
,Stevens Arch,Arch,UT,49,Kane,025,37.433879400000002,-110.979321799999994,Stevens Canyon South,02/25/1989,,4104
,Gemini Bridges,Arch,UT,49,Grand,019,38.585814499999998,-109.707618699999998,Gold Bar Canyon,02/25/1989,,5069
,Tibbett Arch,Arch,UT,49,Wayne,055,38.156374300000003,-110.005684500000001,Elaterite Basin,12/31/1979,,5361
,Muffin Arch,Arch,UT,49,Wayne,055,38.161096499999999,-109.997906400000005,Spanish Bottom,02/25/1989,,5289
,Kachina Bridge,Arch,UT,49,San Juan,037,37.600054200000002,-110.030994399999997,Moss Back Butte,12/31/1979,05/11/2011,5781
,Owachomo Bridge,Arch,UT,49,San Juan,037,37.581419099999998,-110.014944099999994,Moss Back Butte,12/31/1979,05/11/2011,5876
,Starlight Arch,Arch,UT,49,Kane,025,37.256371600000001,-111.998516100000003,Calico Peak,02/25/1989,,6106
,Natural Bridge,Arch,VA,51,Lee,105,36.666755299999998,-83.155451200000002,Hubbard Springs,09/28/1979,,1283
,Natural Bridge,Arch,VA,51,Rockbridge,163,37.627634000000000,-79.544760499999995,Natural Bridge,09/28/1979,,1070
,Devils Eye,Arch,WA,53,Whitman,075,46.580624600000000,-117.274542900000000,Granite Point,09/10/1979,02/06/2015,1316
,Grenville Arch,Arch,WA,53,Grays Harbor,027,47.295638400000001,-124.284349800000001,Taholah,09/10/1979,,0
,Hole-in-the-Wall,Arch,WA,53,Clallam,009,47.941738200000003,-124.651328300000003,La Push,07/01/1990,,39
,Lava Bridge,Arch,WA,53,Klickitat,039,45.962341199999997,-121.597024800000000,Guler Mountain,09/10/1979,,2592
,The Natural Bridge,Arch,WA,53,Stevens,065,48.361562599999999,-118.065818300000004,Wellington Peak,09/10/1979,,3878
,Natural Bridge,Arch,WA,53,Pierce,053,46.949829100000002,-121.742876199999998,Sunrise,07/01/1990,08/25/2011,5882
,Sanctuary Arch,Arch,WA,53,Lewis,041,46.474837100000002,-121.606196100000005,Hamilton Buttes,09/01/1993,,5417
,Yellowstone Natural Bridge,Arch,WY,56,Teton,039,44.526330299999998,-110.456592700000002,Lake,08/31/1992,,7953
,The Arch,Arch,WY,56,Big Horn,003,44.354960900000002,-107.535080699999995,Hyatt Ranch,06/05/1979,,5597
,Eye of the Needle,Arch,WY,56,Park,029,44.864385400000003,-110.006296899999995,Wahb Springs,08/31/1992,,9747
